"id","item_type","item_variability","session","response","bs_variance","ws_variance"
1,"Treated",-0.719896822592253,1,0,0.25,0.25
2,"Untreated",-0.162667486364075,1,1,0.25,0.25
3,"Treated",-0.252640443946354,1,0,0.25,0.25
4,"Treated",0.602124519543833,1,0,0.25,0.25
5,"Untreated",-0.249489449252271,1,0,0.25,0.25
6,"Treated",0.194797740853039,1,1,0.25,0.25
7,"Untreated",0.168665937431869,1,0,0.25,0.25
8,"Untreated",-0.244630775025113,1,0,0.25,0.25
9,"Treated",-0.285385530346083,1,0,0.25,0.25
10,"Untreated",0.214182032088145,1,0,0.25,0.25
11,"Treated",-0.436230918603069,1,0,0.25,0.25
12,"Treated",-0.00234550667937111,1,0,0.25,0.25
13,"Treated",0.247687574490112,1,0,0.25,0.25
14,"Treated",0.986409339684723,1,0,0.25,0.25
15,"Untreated",-0.598431061976319,1,0,0.25,0.25
16,"Treated",0.0652192405584196,1,0,0.25,0.25
17,"Untreated",0.164529820092996,1,0,0.25,0.25
18,"Treated",0.334079150809499,1,0,0.25,0.25
19,"Untreated",0.319496478685542,1,1,0.25,0.25
20,"Untreated",0.970225648174291,1,1,0.25,0.25
21,"Untreated",-0.277269532366214,1,1,0.25,0.25
22,"Untreated",-0.382855529518402,1,0,0.25,0.25
23,"Treated",-0.323347180655194,1,0,0.25,0.25
24,"Treated",-0.513765426871422,1,0,0.25,0.25
25,"Treated",-0.340449035730407,1,0,0.25,0.25
26,"Untreated",-0.716805330661685,1,0,0.25,0.25
27,"Treated",0.447746756247549,1,0,0.25,0.25
28,"Treated",-0.119530635242395,1,0,0.25,0.25
29,"Untreated",0.50020190643546,1,0,0.25,0.25
30,"Untreated",-0.0162949899180743,1,0,0.25,0.25
31,"Untreated",0.796473538106193,1,0,0.25,0.25
32,"Untreated",0.430098716138988,1,1,0.25,0.25
33,"Untreated",0.269184883782038,1,0,0.25,0.25
34,"Treated",0.0876228689083686,1,0,0.25,0.25
35,"Treated",0.822949070087256,1,1,0.25,0.25
36,"Treated",-0.0644439699260192,1,0,0.25,0.25
37,"Untreated",-0.997751989852183,1,0,0.25,0.25
38,"Treated",0.357319694702542,1,0,0.25,0.25
39,"Untreated",0.24584978147941,1,0,0.25,0.25
40,"Treated",-1.05940629558843,1,0,0.25,0.25
41,"Treated",0.565659227387906,1,0,0.25,0.25
42,"Treated",-0.604107640106435,1,0,0.25,0.25
43,"Treated",0.147932959296896,1,0,0.25,0.25
44,"Untreated",0.0376343450324406,1,0,0.25,0.25
45,"Treated",0.0980801241540015,1,0,0.25,0.25
46,"Untreated",-0.156379449870677,1,0,0.25,0.25
47,"Untreated",0.710645073404124,1,0,0.25,0.25
48,"Untreated",0.341735275250112,1,1,0.25,0.25
49,"Treated",-0.51942814555569,1,0,0.25,0.25
50,"Treated",0.0078413447012763,1,0,0.25,0.25
51,"Untreated",-0.621604839171976,1,0,0.25,0.25
52,"Treated",0.495929490797165,1,0,0.25,0.25
53,"Untreated",0.431982569799211,1,1,0.25,0.25
54,"Untreated",-0.87751927437777,1,0,0.25,0.25
55,"Treated",0.0744041092580756,1,0,0.25,0.25
56,"Treated",0.555037280179034,1,1,0.25,0.25
57,"Untreated",-0.0913764571916572,1,0,0.25,0.25
58,"Untreated",-0.127593884005655,1,0,0.25,0.25
59,"Untreated",-0.125468343511847,1,0,0.25,0.25
60,"Untreated",0.408310479634572,1,1,0.25,0.25
1,"Treated",-0.719896822592253,2,0,0.25,0.25
2,"Untreated",-0.162667486364075,2,0,0.25,0.25
3,"Treated",-0.252640443946354,2,0,0.25,0.25
4,"Treated",0.602124519543833,2,0,0.25,0.25
5,"Untreated",-0.249489449252271,2,0,0.25,0.25
6,"Treated",0.194797740853039,2,0,0.25,0.25
7,"Untreated",0.168665937431869,2,0,0.25,0.25
8,"Untreated",-0.244630775025113,2,0,0.25,0.25
9,"Treated",-0.285385530346083,2,0,0.25,0.25
10,"Untreated",0.214182032088145,2,0,0.25,0.25
11,"Treated",-0.436230918603069,2,0,0.25,0.25
12,"Treated",-0.00234550667937111,2,0,0.25,0.25
13,"Treated",0.247687574490112,2,0,0.25,0.25
14,"Treated",0.986409339684723,2,0,0.25,0.25
15,"Untreated",-0.598431061976319,2,0,0.25,0.25
16,"Treated",0.0652192405584196,2,0,0.25,0.25
17,"Untreated",0.164529820092996,2,0,0.25,0.25
18,"Treated",0.334079150809499,2,0,0.25,0.25
19,"Untreated",0.319496478685542,2,0,0.25,0.25
20,"Untreated",0.970225648174291,2,0,0.25,0.25
21,"Untreated",-0.277269532366214,2,0,0.25,0.25
22,"Untreated",-0.382855529518402,2,0,0.25,0.25
23,"Treated",-0.323347180655194,2,0,0.25,0.25
24,"Treated",-0.513765426871422,2,0,0.25,0.25
25,"Treated",-0.340449035730407,2,0,0.25,0.25
26,"Untreated",-0.716805330661685,2,0,0.25,0.25
27,"Treated",0.447746756247549,2,0,0.25,0.25
28,"Treated",-0.119530635242395,2,0,0.25,0.25
29,"Untreated",0.50020190643546,2,1,0.25,0.25
30,"Untreated",-0.0162949899180743,2,1,0.25,0.25
31,"Untreated",0.796473538106193,2,0,0.25,0.25
32,"Untreated",0.430098716138988,2,0,0.25,0.25
33,"Untreated",0.269184883782038,2,0,0.25,0.25
34,"Treated",0.0876228689083686,2,0,0.25,0.25
35,"Treated",0.822949070087256,2,0,0.25,0.25
36,"Treated",-0.0644439699260192,2,0,0.25,0.25
37,"Untreated",-0.997751989852183,2,0,0.25,0.25
38,"Treated",0.357319694702542,2,0,0.25,0.25
39,"Untreated",0.24584978147941,2,0,0.25,0.25
40,"Treated",-1.05940629558843,2,1,0.25,0.25
41,"Treated",0.565659227387906,2,0,0.25,0.25
42,"Treated",-0.604107640106435,2,0,0.25,0.25
43,"Treated",0.147932959296896,2,0,0.25,0.25
44,"Untreated",0.0376343450324406,2,0,0.25,0.25
45,"Treated",0.0980801241540015,2,0,0.25,0.25
46,"Untreated",-0.156379449870677,2,0,0.25,0.25
47,"Untreated",0.710645073404124,2,1,0.25,0.25
48,"Untreated",0.341735275250112,2,1,0.25,0.25
49,"Treated",-0.51942814555569,2,0,0.25,0.25
50,"Treated",0.0078413447012763,2,0,0.25,0.25
51,"Untreated",-0.621604839171976,2,0,0.25,0.25
52,"Treated",0.495929490797165,2,1,0.25,0.25
53,"Untreated",0.431982569799211,2,1,0.25,0.25
54,"Untreated",-0.87751927437777,2,0,0.25,0.25
55,"Treated",0.0744041092580756,2,0,0.25,0.25
56,"Treated",0.555037280179034,2,0,0.25,0.25
57,"Untreated",-0.0913764571916572,2,0,0.25,0.25
58,"Untreated",-0.127593884005655,2,0,0.25,0.25
59,"Untreated",-0.125468343511847,2,0,0.25,0.25
60,"Untreated",0.408310479634572,2,0,0.25,0.25
1,"Treated",-0.719896822592253,3,0,0.25,0.25
2,"Untreated",-0.162667486364075,3,0,0.25,0.25
3,"Treated",-0.252640443946354,3,0,0.25,0.25
4,"Treated",0.602124519543833,3,0,0.25,0.25
5,"Untreated",-0.249489449252271,3,1,0.25,0.25
6,"Treated",0.194797740853039,3,0,0.25,0.25
7,"Untreated",0.168665937431869,3,1,0.25,0.25
8,"Untreated",-0.244630775025113,3,0,0.25,0.25
9,"Treated",-0.285385530346083,3,0,0.25,0.25
10,"Untreated",0.214182032088145,3,0,0.25,0.25
11,"Treated",-0.436230918603069,3,0,0.25,0.25
12,"Treated",-0.00234550667937111,3,0,0.25,0.25
13,"Treated",0.247687574490112,3,0,0.25,0.25
14,"Treated",0.986409339684723,3,0,0.25,0.25
15,"Untreated",-0.598431061976319,3,0,0.25,0.25
16,"Treated",0.0652192405584196,3,0,0.25,0.25
17,"Untreated",0.164529820092996,3,0,0.25,0.25
18,"Treated",0.334079150809499,3,1,0.25,0.25
19,"Untreated",0.319496478685542,3,0,0.25,0.25
20,"Untreated",0.970225648174291,3,0,0.25,0.25
21,"Untreated",-0.277269532366214,3,1,0.25,0.25
22,"Untreated",-0.382855529518402,3,0,0.25,0.25
23,"Treated",-0.323347180655194,3,0,0.25,0.25
24,"Treated",-0.513765426871422,3,0,0.25,0.25
25,"Treated",-0.340449035730407,3,0,0.25,0.25
26,"Untreated",-0.716805330661685,3,0,0.25,0.25
27,"Treated",0.447746756247549,3,1,0.25,0.25
28,"Treated",-0.119530635242395,3,1,0.25,0.25
29,"Untreated",0.50020190643546,3,0,0.25,0.25
30,"Untreated",-0.0162949899180743,3,0,0.25,0.25
31,"Untreated",0.796473538106193,3,0,0.25,0.25
32,"Untreated",0.430098716138988,3,1,0.25,0.25
33,"Untreated",0.269184883782038,3,0,0.25,0.25
34,"Treated",0.0876228689083686,3,0,0.25,0.25
35,"Treated",0.822949070087256,3,0,0.25,0.25
36,"Treated",-0.0644439699260192,3,0,0.25,0.25
37,"Untreated",-0.997751989852183,3,0,0.25,0.25
38,"Treated",0.357319694702542,3,1,0.25,0.25
39,"Untreated",0.24584978147941,3,1,0.25,0.25
40,"Treated",-1.05940629558843,3,0,0.25,0.25
41,"Treated",0.565659227387906,3,0,0.25,0.25
42,"Treated",-0.604107640106435,3,0,0.25,0.25
43,"Treated",0.147932959296896,3,0,0.25,0.25
44,"Untreated",0.0376343450324406,3,1,0.25,0.25
45,"Treated",0.0980801241540015,3,0,0.25,0.25
46,"Untreated",-0.156379449870677,3,0,0.25,0.25
47,"Untreated",0.710645073404124,3,0,0.25,0.25
48,"Untreated",0.341735275250112,3,0,0.25,0.25
49,"Treated",-0.51942814555569,3,0,0.25,0.25
50,"Treated",0.0078413447012763,3,0,0.25,0.25
51,"Untreated",-0.621604839171976,3,0,0.25,0.25
52,"Treated",0.495929490797165,3,0,0.25,0.25
53,"Untreated",0.431982569799211,3,1,0.25,0.25
54,"Untreated",-0.87751927437777,3,0,0.25,0.25
55,"Treated",0.0744041092580756,3,0,0.25,0.25
56,"Treated",0.555037280179034,3,0,0.25,0.25
57,"Untreated",-0.0913764571916572,3,0,0.25,0.25
58,"Untreated",-0.127593884005655,3,0,0.25,0.25
59,"Untreated",-0.125468343511847,3,0,0.25,0.25
60,"Untreated",0.408310479634572,3,0,0.25,0.25
1,"Treated",-0.719896822592253,4,0,0.25,0.25
2,"Untreated",-0.162667486364075,4,0,0.25,0.25
3,"Treated",-0.252640443946354,4,0,0.25,0.25
4,"Treated",0.602124519543833,4,0,0.25,0.25
5,"Untreated",-0.249489449252271,4,0,0.25,0.25
6,"Treated",0.194797740853039,4,0,0.25,0.25
7,"Untreated",0.168665937431869,4,0,0.25,0.25
8,"Untreated",-0.244630775025113,4,0,0.25,0.25
9,"Treated",-0.285385530346083,4,0,0.25,0.25
10,"Untreated",0.214182032088145,4,0,0.25,0.25
11,"Treated",-0.436230918603069,4,0,0.25,0.25
12,"Treated",-0.00234550667937111,4,1,0.25,0.25
13,"Treated",0.247687574490112,4,0,0.25,0.25
14,"Treated",0.986409339684723,4,0,0.25,0.25
15,"Untreated",-0.598431061976319,4,0,0.25,0.25
16,"Treated",0.0652192405584196,4,0,0.25,0.25
17,"Untreated",0.164529820092996,4,0,0.25,0.25
18,"Treated",0.334079150809499,4,0,0.25,0.25
19,"Untreated",0.319496478685542,4,0,0.25,0.25
20,"Untreated",0.970225648174291,4,0,0.25,0.25
21,"Untreated",-0.277269532366214,4,0,0.25,0.25
22,"Untreated",-0.382855529518402,4,0,0.25,0.25
23,"Treated",-0.323347180655194,4,0,0.25,0.25
24,"Treated",-0.513765426871422,4,0,0.25,0.25
25,"Treated",-0.340449035730407,4,0,0.25,0.25
26,"Untreated",-0.716805330661685,4,0,0.25,0.25
27,"Treated",0.447746756247549,4,0,0.25,0.25
28,"Treated",-0.119530635242395,4,0,0.25,0.25
29,"Untreated",0.50020190643546,4,1,0.25,0.25
30,"Untreated",-0.0162949899180743,4,0,0.25,0.25
31,"Untreated",0.796473538106193,4,0,0.25,0.25
32,"Untreated",0.430098716138988,4,0,0.25,0.25
33,"Untreated",0.269184883782038,4,1,0.25,0.25
34,"Treated",0.0876228689083686,4,0,0.25,0.25
35,"Treated",0.822949070087256,4,0,0.25,0.25
36,"Treated",-0.0644439699260192,4,0,0.25,0.25
37,"Untreated",-0.997751989852183,4,1,0.25,0.25
38,"Treated",0.357319694702542,4,1,0.25,0.25
39,"Untreated",0.24584978147941,4,0,0.25,0.25
40,"Treated",-1.05940629558843,4,0,0.25,0.25
41,"Treated",0.565659227387906,4,0,0.25,0.25
42,"Treated",-0.604107640106435,4,0,0.25,0.25
43,"Treated",0.147932959296896,4,0,0.25,0.25
44,"Untreated",0.0376343450324406,4,1,0.25,0.25
45,"Treated",0.0980801241540015,4,0,0.25,0.25
46,"Untreated",-0.156379449870677,4,0,0.25,0.25
47,"Untreated",0.710645073404124,4,0,0.25,0.25
48,"Untreated",0.341735275250112,4,0,0.25,0.25
49,"Treated",-0.51942814555569,4,0,0.25,0.25
50,"Treated",0.0078413447012763,4,0,0.25,0.25
51,"Untreated",-0.621604839171976,4,0,0.25,0.25
52,"Treated",0.495929490797165,4,0,0.25,0.25
53,"Untreated",0.431982569799211,4,0,0.25,0.25
54,"Untreated",-0.87751927437777,4,0,0.25,0.25
55,"Treated",0.0744041092580756,4,0,0.25,0.25
56,"Treated",0.555037280179034,4,0,0.25,0.25
57,"Untreated",-0.0913764571916572,4,0,0.25,0.25
58,"Untreated",-0.127593884005655,4,0,0.25,0.25
59,"Untreated",-0.125468343511847,4,0,0.25,0.25
60,"Untreated",0.408310479634572,4,0,0.25,0.25
1,"Treated",-0.719896822592253,5,0,0.25,0.25
